Address: 0xaa75b084, Set: 0x0, Miss, Tag: 0x2a9d6c2
Address: 0x634dada5, Set: 0x0, Miss, Tag: 0x18d36b6
Address: 0xed5fedbf, Set: 0x0, Miss, Tag: 0x3b57fb6
Address: 0x9aa0e870, Set: 0x0, Hit, Tag: 0x26a83a1
Address: 0xbe2e702e, Set: 0x0, Hit, Tag: 0x2f8b9c0
Address: 0xadfa5379, Set: 0x0, Miss, Tag: 0x2b7e94d
Address: 0x1d5d4775, Set: 0x0, Hit, Tag: 0x075751d
Address: 0x13019ef6, Set: 0x0, Miss, Tag: 0x04c067b
Address: 0xb50ca79a, Set: 0x0, Hit, Tag: 0x2d4329e
Address: 0xedfba3ef, Set: 0x0, Hit, Tag: 0x3b7ee8f
Address: 0x6f716f80, Set: 0x0, Hit, Tag: 0x1bdc5be
Address: 0xc623eb71, Set: 0x0, Miss, Tag: 0x3188fad
Address: 0xd8d8dcaa, Set: 0x0, Hit, Tag: 0x3636372
Address: 0x82ca61d6, Set: 0x0, Hit, Tag: 0x20b2987
Address: 0x13019ef6, Set: 0x0, Hit, Tag: 0x04c067b
Address: 0x82ec6451, Set: 0x0, Hit, Tag: 0x20bb191
Address: 0xadfa5379, Set: 0x0, Hit, Tag: 0x2b7e94d
Address: 0xd2ba7096, Set: 0x0, Miss, Tag: 0x34ae9c2
Address: 0x6f716f80, Set: 0x0, Hit, Tag: 0x1bdc5be
